gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,pred_prob,tenure_bucket,RiskTier,RetentionAction,OfferGiven,Retained_After_Offer,Updated_Churn_Label,Scaled_Action
Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,0,0.1847497269511223,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,1,0.25975072383880615,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,0,0.06334378868341446,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357.0,0,0.06721737161278725,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,0,0.013997325114905835,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1,0.7437387704849243,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,1,0.5481284260749817,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,1,0.8916208863258361,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",Yes,Yes,0,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit)."
Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,0,0.0979012593626976,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.05,1201.65,0,0.011012250557541847,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,1,0.48720746040344237,49-72,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,0,0.4871005952358246,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,1759.4,0,0.024511753208935262,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,0,0.03249200824648142,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,0,0.05465924143791199,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,134.05,0,0.5116704821586608,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,140.95,0,0.15775396525859833,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,1,0.497620040178299,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,0,0.22523567974567413,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,0,0.06241841465234756,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,0,0.4115774154663086,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65,0,0.04468808863312006,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,4282.4,0,0.41568663716316223,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,1,0.5182812511920929,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,0,0.10496722385287285,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,1,0.6837885499000549,7-12,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,1,0.9103708863258362,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,0,0.3468460112810135,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,0,0.01521110199391842,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,1,0.8868595123291015,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85,0,0.25660339593887327,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,0,0.11744506508111954,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,3175.85,0,0.15994111970067024,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,0,0.2182181030511856,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,0.31112356185913087,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,1,0.7161763072013855,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",Yes,No,1,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit)."
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,24.45,1,0.5356067240238189,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.5,2762.75,0,0.11390352770686149,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,0,0.21302419602870942,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,1,0.6260680139064789,7-12,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,0,0.4008462131023407,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,0,0.011012250557541847,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,0,0.5047075271606445,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,1,0.665704345703125,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,245.15,0,0.07736684903502464,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.45,134.75,0,0.17872312068939208,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,55.8,1,0.6039345324039459,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,0,0.011012250557541847,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,0,0.2752161264419556,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,0,0.10136430636048317,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,0,0.02140473257750273,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,1,0.9466165423393249,0-6,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,1,0.662822300195694,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,25.2,1,0.38632439970970156,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.85,4079.55,0,0.14653680026531218,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,1,0.6151436507701874,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,2391.15,0,0.1993459016084671,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,0,0.004925294220447541,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.4,137.25,0,0.46228842735290526,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,1,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,1,0.48174976408481596,49-72,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,3119.9,0,0.1507725354284048,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,0,0.004925294220447541,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,966.55,0,0.38523503541946413,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,6936.85,0,0.452063250541687,49-72,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,1,0.5213057518005371,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,1,0.73863365650177,7-12,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",Yes,No,1,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit)."
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0,0,0.32780290246009824,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,0,0.1464500032365322,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,6110.2,1,0.4197938859462738,49-72,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,0,0.18425876498222352,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,1,0.35335012450814246,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,435.0,0,0.39817787408828736,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,1,0.5382932662963867,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,186.15,0,0.21488850712776184,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.75,445.85,0,0.2630645662546158,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.45,912.0,0,0.4944263339042664,7-12,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,1,0.4538098990917206,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,3581.6,0,0.19474030137062073,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,0,0.46759854555130004,25-48,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,1,0.36074197888374326,25-48,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.95,5930.05,0,0.06854083240032197,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,1,0.6624697744846344,13-24,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,0,0.37024798095226286,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,1,0.405776658654213,49-72,Medium,Send a satisfaction survey with a targeted offer.,No,Yes,0,Send a satisfaction survey with a targeted offer.
Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.85,797.25,0,0.38726491928100587,7-12,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,1,0.6865640640258789,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,0,0.3501575469970703,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,1,0.701157557964325,13-24,High,"Offer 15% discount for switching to a 1-year plan. || Incentivize AutoPay (e.g., $5 credit).",No,No,1,Offer 15% discount for switching to a 1-year plan. || Offer a 10% bill reduction for the next 3 months.
Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,54.7,0,0.15685077458620073,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,989.05,0,0.048322299495339394,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.55,44.55,0,0.38805265426635743,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.45,87.3,0,0.36234856247901914,0-6,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,0,0.05300629585981369,13-24,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.0,7297.75,0,0.23951781690120696,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,6301.7,0,0.011012250557541847,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,1,0.6561121702194214,0-6,Medium,Recommend a value bundle or a free trial of a new service.,No,Yes,0,Recommend a value bundle or a free trial of a new service.
Male,1,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.15,3822.45,0,0.03579131420701742,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,0,0.026135363057255744,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,0,0.26745469570159913,49-72,Low,Maintain engagement via loyalty communications and newsletters.,No,Yes,0,Maintain engagement via loyalty communications and newsletters.
